,Id,LotFrontage,YearBuilt,YearRemodAdd,Foundation,OverallQual,SalePrice
1189,1190,60.0,1999,1999,PConc,7,189000
1190,1191,,1961,1975,CBlock,4,168000
1191,1192,24.0,1999,2000,PConc,8,174000
1192,1193,60.0,1925,1994,PConc,5,125000
1193,1194,,1999,1999,PConc,6,165000
1194,1195,80.0,1969,1969,CBlock,6,158000
1195,1196,51.0,2005,2005,PConc,6,176000
1196,1197,58.0,2006,2006,PConc,7,219210
1197,1198,65.0,1916,1950,BrkTil,7,144000
1198,1199,70.0,2001,2001,PConc,7,178000
1199,1200,75.0,1963,1979,CBlock,4,148000
1200,1201,71.0,1970,1970,CBlock,4,116050
1201,1202,80.0,1998,1998,PConc,7,197900
1202,1203,50.0,1925,1997,BrkTil,5,117000
1203,1204,75.0,2000,2001,PConc,7,213000
1204,1205,78.0,1975,1975,CBlock,5,153500
1205,1206,90.0,1990,1991,CBlock,7,271900
1206,1207,,1966,1966,CBlock,4,107000
1207,1208,70.0,2003,2003,PConc,6,200000
1208,1209,70.0,1962,1980,CBlock,5,140000
1209,1210,85.0,2006,2006,PConc,8,290000
1210,1211,70.0,1992,1992,PConc,6,189000
1211,1212,152.0,1988,2005,Wood,8,164000
1212,1213,50.0,1941,1950,CBlock,4,113000
1213,1214,,1965,2001,CBlock,4,145000
1214,1215,69.0,1962,1962,CBlock,5,134500
1215,1216,99.0,1966,1966,CBlock,5,125000
1216,1217,68.0,1978,1978,Slab,6,112000
1217,1218,72.0,2009,2009,PConc,8,229456
1218,1219,52.0,1947,1950,Slab,4,80500
1219,1220,21.0,1971,1971,CBlock,6,91500
1220,1221,66.0,1964,1964,CBlock,5,115000
1221,1222,55.0,1968,1968,CBlock,5,134000
1222,1223,78.0,1949,1950,CBlock,6,143000
1223,1224,89.0,1951,1951,CBlock,5,137900
1224,1225,60.0,2004,2005,PConc,7,184000
1225,1226,65.0,1958,1958,CBlock,6,145000
1226,1227,86.0,2007,2007,PConc,6,214000
1227,1228,72.0,1965,2008,CBlock,5,147000
1228,1229,65.0,2008,2008,PConc,9,367294
1229,1230,70.0,1960,1960,CBlock,5,127000
1230,1231,,1977,1977,CBlock,5,190000
1231,1232,70.0,1962,1962,CBlock,5,132500
1232,1233,70.0,1962,1962,Slab,4,101800
1233,1234,,1959,1959,CBlock,5,142000
1234,1235,55.0,1911,1950,PConc,5,130000
1235,1236,96.0,1914,1950,BrkTil,5,138887
1236,1237,36.0,2003,2003,PConc,7,175500
1237,1238,41.0,2004,2005,PConc,7,195000
1238,1239,63.0,2005,2005,PConc,6,142500
1239,1240,64.0,2006,2006,PConc,8,265900
1240,1241,65.0,2003,2003,PConc,7,224900
1241,1242,83.0,2007,2007,PConc,7,248328
1242,1243,85.0,1974,1974,CBlock,7,170000
1243,1244,107.0,2006,2006,PConc,10,465000
1244,1245,,1929,1950,PConc,8,230000
1245,1246,78.0,1984,2003,CBlock,6,178000
1246,1247,65.0,2005,2006,PConc,7,186500
1247,1248,,1976,1976,CBlock,6,169900
1248,1249,60.0,1917,1950,BrkTil,6,129500
1249,1250,60.0,1950,1950,CBlock,5,119000
1250,1251,93.0,1968,1968,CBlock,7,244000
1251,1252,,2003,2003,PConc,7,171750
1252,1253,62.0,1968,1968,CBlock,5,130000
1253,1254,,1974,2003,CBlock,7,294000
1254,1255,60.0,2003,2004,PConc,7,165400
1255,1256,52.0,1931,1950,BrkTil,6,127500
1256,1257,91.0,1994,1994,PConc,8,301500
1257,1258,56.0,1922,1950,PConc,5,99900
1258,1259,59.0,2005,2005,PConc,7,190000
1259,1260,65.0,1969,1969,CBlock,6,151000
1260,1261,,1999,1999,PConc,6,181000
1261,1262,80.0,1956,1956,CBlock,5,128900
1262,1263,,1957,1989,CBlock,4,161500
1263,1264,60.0,1919,1950,PConc,6,180500
1264,1265,34.0,1998,1999,PConc,6,181000
1265,1266,35.0,1999,1999,PConc,7,183900
1266,1267,60.0,1910,1950,CBlock,7,122000
1267,1268,89.0,2008,2009,PConc,9,378500
1268,1269,,1935,1997,CBlock,8,381000
1269,1270,78.0,1958,1958,CBlock,5,144000
1270,1271,,1979,1979,PConc,7,260000
1271,1272,,1968,1968,CBlock,6,185750
1272,1273,,1965,1965,CBlock,5,137000
1273,1274,124.0,1959,2006,CBlock,6,177000
1274,1275,53.0,1910,2003,PConc,5,139000
1275,1276,95.0,1948,1950,CBlock,5,137000
1276,1277,,1972,1972,CBlock,6,162000
1277,1278,,1967,1976,CBlock,6,197900
1278,1279,75.0,2002,2002,PConc,8,237000
1279,1280,60.0,1920,1950,CBlock,4,68400
1280,1281,67.0,2002,2002,PConc,7,227000
1281,1282,50.0,1990,1990,CBlock,7,180000
1282,1283,61.0,1977,2008,CBlock,5,150500
1283,1284,94.0,1971,1971,CBlock,6,139000
1284,1285,50.0,1919,1990,PConc,6,169000
1285,1286,50.0,1939,1950,CBlock,6,132500
1286,1287,,1963,1963,CBlock,6,143000
1287,1288,,1964,1964,CBlock,5,190000
1288,1289,40.0,2000,2000,PConc,8,278000
1289,1290,86.0,2006,2006,PConc,8,281000
1290,1291,,1964,1964,PConc,5,180500
1291,1292,21.0,1972,1972,CBlock,5,119500
1292,1293,60.0,1892,1965,Stone,5,107500
1293,1294,78.0,1976,1976,PConc,7,162900
1294,1295,60.0,1955,1990,CBlock,5,115000
1295,1296,70.0,1968,1968,CBlock,5,138500
1296,1297,80.0,1963,1963,CBlock,5,155000
1297,1298,35.0,2005,2006,PConc,6,140000
1298,1299,313.0,2008,2008,PConc,10,160000
1299,1300,75.0,1959,1994,CBlock,5,154000
1300,1301,,1999,1999,PConc,7,225000
1301,1302,,1942,1950,CBlock,6,177500
1302,1303,92.0,1994,1994,PConc,8,290000
1303,1304,73.0,2005,2005,PConc,7,232000
1304,1305,32.0,2004,2004,PConc,7,130000
1305,1306,108.0,2006,2007,PConc,9,325000
1306,1307,48.0,2005,2006,PConc,7,202500
1307,1308,60.0,1994,1995,PConc,5,138000
1308,1309,100.0,1948,2005,CBlock,5,147000
1309,1310,,1991,1991,CBlock,6,179200
1310,1311,100.0,1959,2002,PConc,7,335000
1311,1312,68.0,2005,2007,PConc,7,203000
1312,1313,,1990,1990,PConc,8,302000
1313,1314,108.0,1999,1999,PConc,9,333168
1314,1315,60.0,1954,1954,CBlock,4,119000
1315,1316,85.0,1969,1969,CBlock,6,206900
1316,1317,61.0,2008,2008,PConc,8,295493
1317,1318,47.0,2006,2007,PConc,7,208900
1318,1319,,2001,2002,PConc,8,275000
1319,1320,75.0,1954,1954,PConc,4,111000
1320,1321,70.0,1957,1957,CBlock,6,156500
1321,1322,,1949,1950,CBlock,3,72500
1322,1323,107.0,1992,1992,PConc,7,190000
1323,1324,50.0,1940,1950,CBlock,4,82500
1324,1325,75.0,2006,2007,PConc,8,147000
1325,1326,40.0,1922,1950,BrkTil,4,55000
1326,1327,70.0,1931,2006,BrkTil,3,79000
1327,1328,60.0,1982,2008,CBlock,5,130500
1328,1329,60.0,1920,1950,BrkTil,6,256000
1329,1330,63.0,1998,1998,PConc,7,176500
1330,1331,85.0,2006,2006,PConc,8,227000
1331,1332,55.0,1976,1976,CBlock,5,132500
1332,1333,67.0,1938,1958,CBlock,4,100000
1333,1334,60.0,1938,1995,CBlock,5,125500
1334,1335,24.0,1970,1970,CBlock,5,125000
1335,1336,80.0,1977,1977,CBlock,6,167900
1336,1337,87.0,1973,1973,CBlock,5,135000
1337,1338,153.0,1941,1950,CBlock,4,52500
1338,1339,95.0,2002,2002,PConc,7,200000
1339,1340,120.0,1972,1972,CBlock,5,128500
1340,1341,70.0,1971,1971,CBlock,4,123000
1341,1342,66.0,2003,2004,PConc,6,155000
1342,1343,,2002,2002,PConc,8,228500
1343,1344,57.0,1928,1950,BrkTil,6,177000
1344,1345,85.0,2006,2006,PConc,7,155835
1345,1346,50.0,1920,1950,PConc,4,108500
1346,1347,,1968,2003,CBlock,7,262500
1347,1348,93.0,2006,2007,PConc,8,283463
1348,1349,,1998,1998,PConc,7,215000
1349,1350,50.0,1872,1987,BrkTil,8,122000
1350,1351,91.0,1969,1969,CBlock,5,200000
1351,1352,70.0,1962,1962,CBlock,6,171000
1352,1353,50.0,1937,2000,BrkTil,6,134900
1353,1354,56.0,1995,1996,PConc,8,410000
1354,1355,,2000,2000,PConc,7,235000
1355,1356,102.0,1968,1992,CBlock,7,170000
1356,1357,,1966,1966,CBlock,5,110000
1357,1358,,1971,2008,CBlock,5,149900
1358,1359,,2000,2000,PConc,6,177500
1359,1360,129.0,2004,2005,PConc,9,315000
1360,1361,51.0,1921,1998,BrkTil,5,189000
1361,1362,124.0,2005,2005,PConc,7,260000
1362,1363,,1920,2007,BrkTil,4,104900
1363,1364,73.0,2006,2007,PConc,6,156932
1364,1365,30.0,2005,2005,PConc,7,144152
1365,1366,,2000,2000,PConc,7,216000
1366,1367,68.0,1999,1999,PConc,7,193000
1367,1368,41.0,1977,1977,PConc,5,127000
1368,1369,,2003,2004,PConc,6,144000
1369,1370,48.0,2003,2003,PConc,8,232000
1370,1371,90.0,1920,1950,PConc,4,105000
1371,1372,80.0,1955,1996,CBlock,6,165500
1372,1373,75.0,1998,1998,PConc,7,274300
1373,1374,,2001,2002,PConc,10,466500
1374,1375,85.0,2005,2005,PConc,7,250000
1375,1376,89.0,2007,2007,PConc,8,239000
1376,1377,52.0,1930,1950,BrkTil,6,91000
1377,1378,60.0,1941,1960,CBlock,5,117000
1378,1379,21.0,1973,1973,CBlock,6,83000
1379,1380,73.0,2006,2007,PConc,5,167500
1380,1381,45.0,1914,1950,BrkTil,3,58500
1381,1382,,1970,1970,CBlock,6,237500
1382,1383,60.0,1920,1950,BrkTil,7,157000
1383,1384,,1918,2007,BrkTil,5,112000
1384,1385,60.0,1939,1950,BrkTil,6,105000
1385,1386,40.0,1922,2007,BrkTil,4,125500
1386,1387,80.0,1978,1978,CBlock,7,250000
1387,1388,60.0,1916,1950,BrkTil,6,136000
1388,1389,42.0,2006,2007,PConc,9,377500
1389,1390,60.0,1941,1950,BrkTil,6,131000
1390,1391,70.0,2000,2000,PConc,7,235000
1391,1392,65.0,1967,1967,CBlock,5,124000
1392,1393,68.0,1967,1967,CBlock,5,123000
1393,1394,60.0,1905,2000,BrkTil,6,163000
1394,1395,53.0,2006,2006,PConc,7,246578
1395,1396,88.0,2005,2006,PConc,8,281213
1396,1397,,1948,1950,CBlock,5,160000
1397,1398,51.0,1920,2004,BrkTil,5,137500
1398,1399,60.0,1950,1982,CBlock,5,138000
1399,1400,51.0,1925,1990,BrkTil,6,137450
1400,1401,50.0,1929,1950,BrkTil,6,120000
1401,1402,62.0,2004,2004,PConc,6,193000
1402,1403,64.0,2006,2006,PConc,7,193879
1403,1404,49.0,2007,2007,PConc,8,282922
1404,1405,60.0,1915,1950,PConc,3,105000
1405,1406,44.0,2004,2005,PConc,8,275000
1406,1407,70.0,1972,2007,CBlock,5,133000
1407,1408,,1985,1985,CBlock,5,112000
1408,1409,60.0,1910,1950,CBlock,4,125500
1409,1410,46.0,1986,1991,CBlock,7,215000
1410,1411,79.0,2001,2001,PConc,7,230000
1411,1412,80.0,1950,2005,CBlock,6,140000
1412,1413,60.0,1949,1950,Slab,4,90000
1413,1414,88.0,2005,2006,PConc,8,257000
1414,1415,64.0,1923,2000,BrkTil,6,207000
1415,1416,51.0,2007,2007,PConc,7,175900
1416,1417,60.0,1885,1950,PConc,4,122500
1417,1418,,1998,1998,PConc,8,340000
1418,1419,71.0,1963,1963,CBlock,5,124000
1419,1420,,1969,1969,CBlock,6,223000
1420,1421,90.0,1968,1968,CBlock,6,179900
1421,1422,53.0,1977,1977,CBlock,6,127500
1422,1423,37.0,2003,2003,PConc,6,136500
1423,1424,,1966,1966,CBlock,6,274970
1424,1425,,1958,1983,CBlock,5,144000
1425,1426,80.0,1959,1959,CBlock,6,142000
1426,1427,81.0,1994,1994,PConc,7,271000
1427,1428,60.0,1945,1950,CBlock,5,140000
1428,1429,60.0,1940,1992,CBlock,5,119000
1429,1430,,1981,1981,CBlock,6,182900
1430,1431,60.0,2005,2005,PConc,5,192140
1431,1432,,1976,1976,CBlock,6,143750
1432,1433,60.0,1927,2007,BrkTil,4,64500
1433,1434,93.0,2000,2000,PConc,6,186500
1434,1435,80.0,1977,1977,CBlock,5,160000
1435,1436,80.0,1962,2005,CBlock,6,174000
1436,1437,60.0,1971,1971,PConc,4,120500
1437,1438,96.0,2008,2008,PConc,8,394617
1438,1439,90.0,1957,1996,CBlock,6,149700
1439,1440,80.0,1979,1979,CBlock,7,197000
1440,1441,79.0,1922,1994,BrkTil,6,191000
1441,1442,,2004,2004,PConc,6,149300
1442,1443,85.0,2008,2008,PConc,10,310000
1443,1444,,1916,1950,BrkTil,6,121000
1444,1445,63.0,2004,2004,PConc,7,179600
1445,1446,70.0,1966,1966,CBlock,6,129000
1446,1447,,1962,1962,CBlock,5,157900
1447,1448,80.0,1995,1996,PConc,8,240000
1448,1449,70.0,1910,2000,CBlock,4,112000
1449,1450,21.0,1970,1970,CBlock,5,92000
1450,1451,60.0,1974,1974,CBlock,5,136000
1451,1452,78.0,2008,2009,PConc,8,287090
1452,1453,35.0,2005,2005,PConc,5,145000
1453,1454,90.0,2006,2006,PConc,5,84500
1454,1455,62.0,2004,2005,PConc,7,185000
1455,1456,62.0,1999,2000,PConc,6,175000
1456,1457,85.0,1978,1988,CBlock,6,210000
1457,1458,66.0,1941,2006,Stone,7,266500
1458,1459,68.0,1950,1996,CBlock,5,142125
1459,1460,75.0,1965,1965,CBlock,5,147500
